Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Included / International,Price / International,Compare At Price / International,Status
series-high-flow-performance-air-intake-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product20-2.jpg?v=1696321184,2,,,,,,,,,,,,,,,,,,,,,,,,,,
series-high-flow-performance-air-intake-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product20-4.jpg?v=1696321184,3,,,,,,,,,,,,,,,,,,,,,,,,,,
series-high-flow-performance-air-intake-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product20-5.jpg?v=1696321184,4,,,,,,,,,,,,,,,,,,,,,,,,,,
braum-elite-x-sport-seats,Braum – Elite-X Sport Seats Gauge Kit,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"","$1000, $1500, $2000, $2500, $500, $500.00+, Acura, Black, BMW, Camry, Chevrolet, Chocolate, Ford, Kia, Land Cruiser, Maroon, Medium, Prado, Rush, Toyota, Vios, White",true,Size,Medium,Color,White,,,460S130,0.0,,0,deny,manual,729.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product23-1.jpg?v=1694601334,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product23-1.jpg?v=1694601334,kg,,,true,,,true,,,active
braum-elite-x-sport-seats,,,,,,,,,Medium,,Chocolate,,,460S131,0.0,,0,deny,manual,729.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product23-2.jpg?v=1694601334,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product23-2.jpg?v=1694601334,kg,,,,,,,,,
braum-elite-x-sport-seats,,,,,,,,,Medium,,Maroon,,,460S132,0.0,,0,deny,manual,729.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product23-3.jpg?v=1694601334,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product23-3.jpg?v=1694601334,kg,,,,,,,,,
braum-elite-x-sport-seats,,,,,,,,,Medium,,Black,,,460S133,0.0,,0,deny,manual,729.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product23-4.jpg?v=1694601334,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product23-4.jpg?v=1694601334,kg,,,,,,,,,
bosal-catalytic-converter,Bosal – Catalytic Converter Gauge Kit,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"","$0.00 - $100.00, $1000, $1500, $2000, $2500, $500, Acura, BMW, Camry, Chevrolet, Ford, Kia, Land Cruiser, Prado, Rush, Toyota, Vios",true,Title,Default Title,,,,,608Z039,0.0,,0,deny,manual,69.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product24-1.jpg?v=1694601329,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bosal-catalytic-converter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product24-2.jpg?v=1694601329,2,,,,,,,,,,,,,,,,,,,,,,,,,,
bosal-catalytic-converter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product24-3.jpg?v=1694601329,3,,,,,,,,,,,,,,,,,,,,,,,,,,
bosal-catalytic-converter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product24-4.jpg?v=1694601329,4,,,,,,,,,,,,,,,,,,,,,,,,,,
bosal-catalytic-converter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product24-5.jpg?v=1694601329,5,,,,,,,,,,,,,,,,,,,,,,,,,,
diablo-angel-chrome-with-inserts,DIABLO – ANGEL Chrome with Inserts,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"","$500.00+, Extra Large, MediumBlue, OrangeRed, Silver",true,Size,Extra Large,Color,OrangeRed,,,608Z039,0.0,,0,deny,manual,790.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-2_f094e58d-b26e-47de-9b8d-6bf15258b541.jpg?v=1694601324,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-5_9d976ea5-3aef-456b-9517-0bbee5d6c26f.jpg?v=1694601324,kg,,,true,,,true,,,active
diablo-angel-chrome-with-inserts,,,,,,,,,Extra Large,,RoyalBlue,,,608Z040,0.0,,0,deny,manual,790.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-5_9d976ea5-3aef-456b-9517-0bbee5d6c26f.jpg?v=1694601324,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-4_921cb6f6-39b1-4f7a-87af-8cdb042c4228.jpg?v=1694601324,kg,,,,,,,,,
diablo-angel-chrome-with-inserts,,,,,,,,,Extra Large,,MediumBlue,,,608Z041,0.0,,0,deny,manual,790.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-1_412f1c18-dea4-4d29-97c8-70078f56c9d5.jpg?v=1694601324,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-1_412f1c18-dea4-4d29-97c8-70078f56c9d5.jpg?v=1694601324,kg,,,,,,,,,
diablo-angel-chrome-with-inserts,,,,,,,,,Extra Large,,Black,,,608Z042,0.0,,0,deny,manual,790.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-4_921cb6f6-39b1-4f7a-87af-8cdb042c4228.jpg?v=1694601324,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-2_f094e58d-b26e-47de-9b8d-6bf15258b541.jpg?v=1694601324,kg,,,,,,,,,
diablo-angel-chrome-with-inserts,,,,,,,,,Extra Large,,Silver,,,608Z043,0.0,,0,deny,manual,790.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-3_520564d8-0b29-456a-92ef-2d77c0408d95.jpg?v=1694601324,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product19-3_520564d8-0b29-456a-92ef-2d77c0408d95.jpg?v=1694601324,kg,,,,,,,,,
car-and-truck-throttle-bodies,Car and Truck Throttle Bodies Gauge Kit,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"","$1000, $1500, $2000, $2500, $500, Acura, BMW, Camry, Chevrolet, Ford, Kia, Land Cruiser, Prado, Rush, Toyota, Vios",true,Title,Default Title,,,,,608Z039,0.0,,0,deny,manual,69.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product25-1.jpg?v=1694601318,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
headlights-with-drl-and-turn-signal,Headlights with DRL and Turn Signal,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"",auto_collection,true,Title,Default Title,,,,,608Z039,0.0,,0,deny,manual,265.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product26-1.jpg?v=1694601316,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
headlights-with-drl-and-turn-signal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product26-2.jpg?v=1694601316,2,,,,,,,,,,,,,,,,,,,,,,,,,,
headlights-with-drl-and-turn-signal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product26-3.jpg?v=1694601316,3,,,,,,,,,,,,,,,,,,,,,,,,,,
headlights-with-drl-and-turn-signal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product26-4.jpg?v=1694601316,4,,,,,,,,,,,,,,,,,,,,,,,,,,
map-air-intake-system,MAP Air Intake System,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"","",true,Title,Default Title,,,,,608Z039,0.0,,0,deny,manual,205.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product27-1.jpg?v=1696321097,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
map-air-intake-system,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product27-2.jpg?v=1696321097,2,,,,,,,,,,,,,,,,,,,,,,,,,,
map-air-intake-system,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product27-3.jpg?v=1696321097,3,,,,,,,,,,,,,,,,,,,,,,,,,,
map-air-intake-system,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product27-5.jpg?v=1696321097,4,,,,,,,,,,,,,,,,,,,,,,,,,,
flowmaster-outlaw-exhaust-system,Flowmaster – Outlaw Exhaust System,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"","$400.00 - $500.00, Gray, Silver",true,Title,Default Title,,,,,608Z039,0.0,,0,deny,manual,425.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product30-1.jpg?v=1696307728,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
flowmaster-outlaw-exhaust-system,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product30-2.jpg?v=1696307728,2,,,,,,,,,,,,,,,,,,,,,,,,,,
flowmaster-outlaw-exhaust-system,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product30-4.jpg?v=1696307728,3,,,,,,,,,,,,,,,,,,,,,,,,,,
afe-bladerunner-turbocharger,aFe – BladeRunner Turbocharger,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"","$0.00 - $100.00, $1000, $1500, $2000, $2500, $500, Acura, auto_collection, Black, BMW, Camry, Chevrolet, Extra Large, Ford, Gainsboro, Gold, Kia, Land Cruiser, Large, Medium, Prado, Rush, Small, Toyota, Vios",true,Size,Small,Color,Gold,,,406X159,0.0,,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-5.jpg?v=1694601096,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-5.jpg?v=1694601096,kg,,,true,,,true,,,active
afe-bladerunner-turbocharger,,,,,,,,,Small,,Gainsboro,,,406X160,0.0,,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-6.jpg?v=1694601096,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-6.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Small,,Black,,,406X161,0.0,,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-7.jpg?v=1694601096,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-8.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Medium,,Gold,,,406X162,0.0,,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-8.jpg?v=1694601096,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-5.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Medium,,Gainsboro,,,406X163,0.0,,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-9.jpg?v=1694601096,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-8.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Medium,,Black,,,406X164,0.0,,0,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-7.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Large,,Gold,,,406X165,0.0,,0,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-8.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Large,,Gainsboro,,,406X166,0.0,,0,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-6.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Large,,Black,,,406X167,0.0,,0,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-5.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Extra Large,,Gold,,,406X168,0.0,,0,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-8.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Extra Large,,Gainsboro,,,406X169,0.0,,0,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-6.jpg?v=1694601096,kg,,,,,,,,,
afe-bladerunner-turbocharger,,,,,,,,,Extra Large,,Black,,,406X170,0.0,,0,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-7.jpg?v=1694601096,kg,,,,,,,,,
anzo-led-headlights,Anzo – LED Headlights Gauge Kit,"<div class=""title-heading product"">
<div class=""heading-inner"">
<div class=""header-wrap text-center"">
<h3 class=""title""><span>Carze - Car Dealerships, <br>Auto Part And Listing</span></h3>
</div>
</div>
</div>
<br>
<p class=""text-center"">A wonderful and modern design that is spend own for AUTO PARTS, Car Portal and MarketPlace theme.<br>The features are designed specifically and fully detailed with Car Listing, support perfectly for popular plugins such as:<br>Multi Vendor…And in particular, you will have a great mobile experience that’s designed to be at your best comfortable.<br>This 2 in 1 theme is really worthwhile for you to experience it.</p>",Carze,,"","2015, 2016, 2017, 2018, 2019, 2020, 4 Runner, 6-Series, 7-Series, 718 Boxster, 718 Cayman, 911 Series, Audi, auto_collection, Bentley, Honda, Lexus, Mercedes, Porsche",true,Title,Default Title,,,,,120K042,0.0,,0,deny,manual,1035.00,,true,true,"",https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-15.jpg?v=1694601084,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
anzo-led-headlights,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-16.jpg?v=1694601084,2,,,,,,,,,,,,,,,,,,,,,,,,,,
anzo-led-headlights,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-17.jpg?v=1694601084,3,,,,,,,,,,,,,,,,,,,,,,,,,,
anzo-led-headlights,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-18.jpg?v=1694601084,4,,,,,,,,,,,,,,,,,,,,,,,,,,
anzo-led-headlights,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0828/8718/0610/products/product-19.jpg?v=1694601084,5,,,,,,,,,,,,,,,,,,,,,,,,,,
